linenumber,fec_committee_id,transaction_id,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,date,amount,purpose,memo_code,memo_text,cycle
SB29,C00121368,5381380,COM,Major for PA,,,,,,P O Box 449,,Ford City,PA,16226,,2022-07-08,1000.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB23,C00121368,5408353,CCM,SINEMA FOR ARIZONA,,,,,,PO BOX 7586,,PHOENIX,AZ,85011,,2022-07-25,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5408352,CCM,FRIENDS OF DAVID SCHWEIKERT,,,,,,2776 S. Arlington Mill Drive #161,,Arlington,VA,22206,,2022-07-25,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5408347,CCM,Debbie Lesko For Congress,,,,,,PO Box 45388,,Phoenix,AZ,85064,,2022-07-25,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5408338,CCM,BUDDY CARTER FOR CONGRESS,,,,,,PO BOX 10570,,Savannah,GA,31412,,2022-07-25,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB29,C00121368,5381417,COM,Moore Capito for WV 2022,,,,,,PO Box 2788,,Charleston,WV,25330,,2022-07-08,1000.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381416,COM,Hanshaw for House 2022,,,,,,5035 Wallback Rd.,,Charleston,WV,25325,,2022-07-08,1000.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381404,COM,Tom Takubo for Senate,,,,,,101 Bowling Lane,,Charleston,WV,25314,,2022-07-08,1000.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381403,COM,West Virginia Republican Senate Committee,,,,,,PO Box 58027,,Charleston,WV,25309,,2022-07-08,1000.0,Contributions to State PACS,,Contributions to State PACS,2022
SB29,C00121368,5381397,COM,Friends of Gene Yaw for Senate Committee,,,,,,PO Box 3246,,Williamsport,PA,17701,,2022-07-08,1000.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381396,COM,Friends of Marty Flynn,,,,,,1520 Oram Street,,Scranton,PA,18507,,2022-07-08,1000.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381394,COM,Friends of George Dunbar,,,,,,114 Adella Ct,,Jeannette,PA,15644,,2022-07-08,1000.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381379,COM,Friends for Donna Oberlander,,,,,,44 W Main Street,,Clarion,PA,16214,,2022-07-08,1000.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381377,COM,Friends of Natalie Mihalek,,,,,,PO BOX 12994,,Upper St Clair,PA,15241,,2022-07-08,1000.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381374,COM,Friends of Marci Mustello,,,,,,202 Bellefield Drive,,Butler,PA,16001,,2022-07-08,1000.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381383,COM,Friends of Martina White,,,,,,PO Box 16041,,Philadelphia,PA,19114,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381431,COM,Moore for West Virginia,,,,,,PO Box 18,,Halltown,WV,25423,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381371,COM,Friends of Tim O'Neal,,,,,,1345 Maplewood Circle,,Washington,PA,15301,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381423,COM,Committee to Elect Bill Anderson,,,,,,1101 Highland Avenue,,Williamstown,WV,26104,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381419,COM,Burkhammer for Delegate,,,,,,167 Gentry Lane,,Horner,WV,26372,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381418,COM,Eric Householder for Delegate,,,,,,212 Snooks Lane,,Martinsburg,WV,25405,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381372,COM,Friends of Jim Struzzi,,,,,,104 Apache Drive,,Indiana,PA,15701,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381407,COM,Maynard for Senate,,,,,,15577 Rt. 152,,Genoa,WV,25517,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381400,COM,Elder Vogel for Senate,,,,,,PO Box 163,,Zelienople,PA,16063,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381399,COM,Committee to Elect Scott Hutchinson,,,,,,517 W. Third St.,,Oil City,PA,16301,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381405,COM,Committee to Elect Charles S. Trump IV,,,,,,102 S. Tennessee Ave.,,Martinsburg,WV,25401,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381375,COM,People for Robert Matzie,,,,,,1028 Highland Drive,,Ambridge,,15003,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB23,C00121368,5408354,CCM,JASON SMITH FOR CONGRESS (P),,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,,2022-07-25,500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB29,C00121368,5381395,COM,Friends of Scott Martin,,,,,,802 Lightfoot Drive,,Lancaster,PA,17602,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381409,COM,Eric J. Tarr for WV Senate,,,,,,PO Box 1098,,Scott Depot,WV,25560,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381392,COM,Committee to Elect Ryan Bizarro,,,,,,PO Box 8570,,Erie,PA,16505,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381378,COM,Friends of Eric Nelson,,,,,,135 West Pittsburgh St.,,Greensburg,PA,15601,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381389,COM,Citizens for Jason Ortitay,,,,,,228 Ostop Road,,Burgettstown,PA,15021,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381388,COM,Committee to Re-Elect Frank Burns,,,,,,133 Yingling Rd,,Johnstown,PA,15909,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381386,COM,Friends of Stephenie Scialabba,,,,,,PO Box 2350,,Cranberry Twp,PA,16066,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381429,COM,Patrick Morrisey for West Virginia,,,,,,PO Box 820,,Charles Town,WV,25414,,2022-07-08,500.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381410,COM,Friends of Mike Oliverio,,,,,,PO Box 214,,Bruceton Mills,WV,26525,,2022-07-08,250.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381406,COM,Woelfel for Senate,,,,,,801 8th Street,,Huntington,WV,25701,,2022-07-08,250.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381425,COM,The Committee to Elect Brandon S. Steele,,,,,,407 Millstone Drive,,Beckley,WV,25801,,2022-07-08,250.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381427,COM,Larry Pack for West Virginia,,,,,,2146 Presidential Drive,,Charleston,WV,25314,,2022-07-08,250.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381428,COM,Clay Riley for WV 2022,,,,,,66 Spring Haven Trail,,Shinnston,WV,26431,,2022-07-08,250.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381422,COM,Zatezalo 2022,,,,,,540 North 12th Street,,Weirton,WV,26062,,2022-07-08,250.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381421,COM,Joey Garcia for West Virginia,,,,,,207 Circle Dr,,Fairmont,WV,26554,,2022-07-08,250.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381413,COM,The Committee to Elect Laura Wakim Chapman,,,,,,PO Box 903,,Wheeling,WV,26003,,2022-07-08,250.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381411,COM,Friends of Ben Queen,,,,,,713 Brightridge Drive,,Bridgeport,WV,26330,,2022-07-08,250.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB29,C00121368,5381415,COM,Friends of Jason Barrett,,,,,,1125 W King Street,,Martinsburg,WV,25285,,2022-07-08,250.0,Contributions to State Candidates,,Contributions to State Candidates,2022
SB28a,C00121368,5396968,IND,,WATERS,MATTHEW,,,,22777 Springwoods Village,,SPRING,TX,773891425,,2022-07-13,112.5,Refunds of Contributions,,Refunds of Contributions,2022
SB21b,C00121368,5426511,ORG,BANK OF AMERICA,,,,,,P O BOX 4339,,HOUSTON,TX,77210,,2022-07-08,15.0,Bank Fees,,Bank Fees,2022
